Product ID,SKU,Product Name,Options,Quantity,Price,Reference,Warehouse,Date,Movement ID
2517,PS137KCL,14K CZ Clear 2.5mm,Gold/Clear,-2,11.5300,SO#1936590,007 NY Upper East Side,2026-03-04 22:53:54,8029698
5237,Labret6,Labret- 6mm,,-2,0.2800,SO#1936590,007 NY Upper East Side,2026-03-04 22:53:54,8029699
4204,FC009GT,6mm Double Clicker,Gold,-1,1.0300,SO#1936589,010 MA Back Bay,2026-03-04 22:53:51,8029697
5238,Labret8,Labret - 8mm,,-1,0.2800,SO#1936588,023 NY Flatiron,2026-03-04 22:52:50,8029687
5237,Labret6,Labret- 6mm,,-1,0.2800,SO#1936588,023 NY Flatiron,2026-03-04 22:52:50,8029686
1814,PS005SCL,Ti CZ Clear 4mm,"Silver, Silver/Clear",-2,0.8300,SO#1936588,023 NY Flatiron,2026-03-04 22:52:50,8029688
5068,FB125GCL,Micro Crown Marquise Flatback Stud,Gold/Clear,-1,3.4000,SO#1936586,036 CA Abbot Kinney,2026-03-04 22:51:57,8029683
4650,FC017GCL_6,Pave Clicker 6mm,,-1,1.6500,SO#1936586,036 CA Abbot Kinney,2026-03-04 22:51:57,8029685
4652,FC017GCL_8,Pave Clicker 8mm,Clear,-3,1.9300,SO#1936586,036 CA Abbot Kinney,2026-03-04 22:51:57,8029684
5238,Labret8,Labret - 8mm,,-1,0.2800,SO#1936611,023 NY Flatiron,2026-03-04 22:51:54,8029679
5142,PS202SGR,Ti Stacked CZ Green,,-1,2.1100,SO#1936611,023 NY Flatiron,2026-03-04 22:51:54,8029678
1364,SALINE1,Saline Can,,-1,3.5000,SO#1936585,024 NY Rockefeller Center,2026-03-04 22:50:10,8029669
4951,AC016,STUDS Jewelry Box,,-1,2.7000,SO#1936585,024 NY Rockefeller Center,2026-03-04 22:50:10,8029670
1852,PS038S,Ti Star,"Silver, Silver",-2,0.6400,SO#1936585,024 NY Rockefeller Center,2026-03-04 22:50:10,8029668
1364,SALINE1,Saline Can,,-1,3.5000,SO#1936584,024 NY Rockefeller Center,2026-03-04 22:50:06,8029666
4416,PS177SCL,Ti Crown Clear,,-1,4.1800,SO#1936584,024 NY Rockefeller Center,2026-03-04 22:50:06,8029667
1364,SALINE1,Saline Can,,-1,3.5000,SO#1936582,010 MA Back Bay,2026-03-04 22:48:44,8029655
1815,PS006S,Ti Ball,"Silver, Silver",-1,0.7300,SO#1936582,010 MA Back Bay,2026-03-04 22:48:44,8029656
1841,PS030S,Ti Moon,"Silver, Silver",-1,0.7200,SO#1936582,010 MA Back Bay,2026-03-04 22:48:44,8029654
5536,PS216G,Anodized Pyramid,,-1,1.7600,SO#1936581,009 FL Wynwood,2026-03-04 22:48:42,8029653
5684,FC032S_5,5mm Clicker,,-4,0.8500,SO#1936578,023 NY Flatiron,2026-03-04 22:48:30,8029652
5536,PS216G,Anodized Pyramid,,-1,1.7600,SO#1936577,025 GA Ponce,2026-03-04 22:48:29,8029651
5238,Labret8,Labret - 8mm,,-1,0.2800,SO#1936577,025 GA Ponce,2026-03-04 22:48:29,8029650
5237,Labret6,Labret- 6mm,,-1,0.2800,SO#1936603,025 GA Ponce,2026-03-04 22:48:26,8029649
2339,PS098G,14K Lightning,,-1,12.7400,SO#1936576,010 MA Back Bay,2026-03-04 22:48:25,8029648
5238,Labret8,Labret - 8mm,,-1,0.2800,SO#1936576,010 MA Back Bay,2026-03-04 22:48:25,8029647
5238,Labret8,Labret - 8mm,,-2,0.2800,SO#1936601,010 MA Back Bay,2026-03-04 22:48:24,8029646
4416,PS177SCL,Ti Crown Clear,,-1,4.4600,SO#1936601,010 MA Back Bay,2026-03-04 22:48:24,8029644
1852,PS038S,Ti Star,"Silver, Silver",-1,0.6400,SO#1936601,010 MA Back Bay,2026-03-04 22:48:24,8029645
5239,Labret10,Labret - 10mm,,-1,0.3600,SO#1936575,032 CA Irvine Spectrum,2026-03-04 22:48:21,8029643
1817,PS007S,Ti Trinity Ball,"Silver, Silver",-1,0.7600,SO#1936575,032 CA Irvine Spectrum,2026-03-04 22:48:21,8029642
1364,SALINE1,Saline Can,,-1,3.5000,SO#1936574,011 MA The Street Chestnut Hill,2026-03-04 22:44:11,8029624
2473,PS081SGR,Ti CZ Green 2.5mm,Silver/Green,-1,0.8000,SO#1936574,011 MA The Street Chestnut Hill,2026-03-04 22:44:11,8029623
2139,HU052GCL,Micro Pav© Huggie,"Gold, Gold/Clear",-2,1.9000,SO#1936573,038 CA Valley Fair,2026-03-04 22:44:09,8029622
1557,HU020G,Mini Chunky Huggie,"Gold, Gold",-2,2.1000,SO#1936573,038 CA Valley Fair,2026-03-04 22:44:09,8029621
5238,Labret8,Labret - 8mm,,-2,0.2800,SO#1936571,010 MA Back Bay,2026-03-04 22:43:26,8029618
1364,SALINE1,Saline Can,,-1,3.5000,SO#1936571,010 MA Back Bay,2026-03-04 22:43:26,8029620
1815,PS006S,Ti Ball,"Silver, Silver",-2,0.7300,SO#1936571,010 MA Back Bay,2026-03-04 22:43:26,8029619
2517,PS137KCL,14K CZ Clear 2.5mm,Gold/Clear,-1,11.5300,SO#1936591,031 CA Westfield Topanga,2026-03-04 22:39:50,8029606
5467,PS210KCL,14K Curved CZ Pear,,-1,19.6100,SO#1936568,024 NY Rockefeller Center,2026-03-04 22:38:52,8029600
1364,SALINE1,Saline Can,,-1,3.5000,SO#1936568,024 NY Rockefeller Center,2026-03-04 22:38:52,8029598
5023,PS081SPL,Ti CZ Pearl 2.5mm,,-2,1.4000,SO#1936568,024 NY Rockefeller Center,2026-03-04 22:38:52,8029599
4493,KP037_WG,14K Round Prong Diamond White Gold,,-1,22.6000,SO#1936566,037 TX Heights Mercantile,2026-03-04 22:38:50,8029595
5239,Labret10,Labret - 10mm,,-2,0.3600,SO#1936566,037 TX Heights Mercantile,2026-03-04 22:38:50,8029594
1364,SALINE1,Saline Can,,-1,3.5000,SO#1936566,037 TX Heights Mercantile,2026-03-04 22:38:50,8029593
1846,PS034S,Ti Lightning,"Silver, Silver",-1,1.1600,SO#1936566,037 TX Heights Mercantile,2026-03-04 22:38:50,8029596
4430,PC022SCL_10,Titanium Clicker Bezel Clear 10mm,,-1,2.4800,SO#1936566,037 TX Heights Mercantile,2026-03-04 22:38:50,8029597
5241,Labret5,Labret - 5mm,,-1,0.3600,SO#1936565,023 NY Flatiron,2026-03-04 22:35:31,8029574
5068,FB125GCL,Micro Crown Marquise Flatback Stud,Gold/Clear,-1,3.4000,SO#1936565,023 NY Flatiron,2026-03-04 22:35:31,8029575
2190,PS081SCL,Ti CZ Clear 2.5mm,"Silver, Silver/Clear",1,0.7200,"Inventory Movement ID: 8029573
Reason: TO Error
Type: Inventory adjustment - in
Product ID: 2190 (PS081SCL)
User name: Isabella Maniaci",033 CA Fashion Island,2026-03-04 22:35:18,8029573
2517,PS137KCL,14K CZ Clear 2.5mm,Gold/Clear,-1,11.5300,SO#1936564,035 FL Hyde Park Village,2026-03-04 22:34:48,8029572
2537,PS154KCL,14K Twinkle,,-1,13.3100,SO#1936563,035 FL Hyde Park Village,2026-03-04 22:34:46,8029571
1364,SALINE1,Saline Can,,-1,3.5000,SO#1936562,040 TX Houston Galleria,2026-03-04 22:34:41,8029563
5166,PS204SCL,Ti Bar CZ Dangle,,-1,4.0300,SO#1936562,040 TX Houston Galleria,2026-03-04 22:34:41,8029562
1548,HU014G,Small Slim Huggie,"Gold, Gold",-2,1.7000,SO#1936561,018 LA Magazine Street,2026-03-04 22:32:48,8029560
4653,FC017SCL_8,Pave Clicker 8mm,,-1,1.9800,SO#1936560,009 FL Wynwood,2026-03-04 22:32:46,8029559
4413,PS176GGR,14k Crown Green,,-1,25.4000,SO#1936559,018 LA Magazine Street,2026-03-04 22:31:59,8029556
5238,Labret8,Labret - 8mm,,-3,0.2800,SO#1936559,018 LA Magazine Street,2026-03-04 22:31:59,8029555
4426,PS181SGR,Ti Dangle Green,,-2,3.9000,SO#1936559,018 LA Magazine Street,2026-03-04 22:31:59,8029557
2540,PS157KCL,14k Crown Clear,,-1,31.5000,SO#1936558,015 SC King Street,2026-03-04 22:31:55,8029553
1364,SALINE1,Saline Can,,-1,3.5000,SO#1936558,015 SC King Street,2026-03-04 22:31:55,8029554
2190,PS081SCL,Ti CZ Clear 2.5mm,"Silver, Silver/Clear",-2,0.5800,SO#1936558,015 SC King Street,2026-03-04 22:31:55,8029551
2489,PS110SCL,Ti Marquise Clear,,-1,1.6800,SO#1936558,015 SC King Street,2026-03-04 22:31:55,8029552
1501,HP019G,Small Chunky Hoop,"Gold, Gold",-2,2.4000,SO#1936556,038 CA Valley Fair,2026-03-04 22:31:52,8029550
2517,PS137KCL,14K CZ Clear 2.5mm,Gold/Clear,-1,11.5300,SO#1936554,032 CA Irvine Spectrum,2026-03-04 22:31:50,8029546
1831,PS022KCL,14k Heart,"14K Gold, Gold/Clear",-1,10.4100,SO#1936554,032 CA Irvine Spectrum,2026-03-04 22:31:50,8029548
1815,PS006S,Ti Ball,"Silver, Silver",-1,0.7300,SO#1936554,032 CA Irvine Spectrum,2026-03-04 22:31:50,8029547
1780,PB002S,Titanium Curved Barbell 8mm,"Silver, Silver",-1,0.8000,SO#1936552,023 NY Flatiron,2026-03-04 22:29:47,8029539
1364,SALINE1,Saline Can,,-1,3.5000,SO#1936551,033 CA Fashion Island,2026-03-04 22:29:45,8029538
1814,PS005SCL,Ti CZ Clear 4mm,"Silver, Silver/Clear",-2,0.8300,SO#1936551,033 CA Fashion Island,2026-03-04 22:29:45,8029537
5166,PS204SCL,Ti Bar CZ Dangle,,-1,4.0300,SO#1936548,019 TX West Village,2026-03-04 22:28:06,8029532
5467,PS210KCL,14K Curved CZ Pear,,-1,19.6100,SO#1936546,016 TX Rice Village,2026-03-04 22:28:04,8029528
5465,PS208KCL,14K CZ Bezel Cluster Piercing Stud,,-1,20.6800,SO#1936546,016 TX Rice Village,2026-03-04 22:28:04,8029529
5099,PS198KCL,14K Pear Clear,,-1,10.4800,SO#1936546,016 TX Rice Village,2026-03-04 22:28:04,8029527
5238,Labret8,Labret - 8mm,,-1,0.3400,SO#1936546,016 TX Rice Village,2026-03-04 22:28:04,8029531
1364,SALINE1,Saline Can,,-1,3.5000,SO#1936546,016 TX Rice Village,2026-03-04 22:28:04,8029530
5547,PC032GCL_6,6mm Twinkle Clicker,,-1,4.1900,SO#1936544,028 CA UTC San Diego,2026-03-04 22:25:54,8029523
5237,Labret6,Labret- 6mm,,-1,0.2800,SO#1936544,028 CA UTC San Diego,2026-03-04 22:25:54,8029522
1846,PS034S,Ti Lightning,"Silver, Silver",-1,1.1600,SO#1936544,028 CA UTC San Diego,2026-03-04 22:25:54,8029521
5238,Labret8,Labret - 8mm,,-1,0.2800,SO#1936543,039 VA Tysons Corner,2026-03-04 22:24:54,8029514
4416,PS177SCL,Ti Crown Clear,,-1,4.1800,SO#1936543,039 VA Tysons Corner,2026-03-04 22:24:54,8029515
5685,FC033G_5,5mm Double Clicker,,-1,1.0300,SO#1936542,022 MA Seaport,2026-03-04 22:24:53,8029513
1833,PS024KCL,14K Cluster,"14K Gold, Gold/Clear",-1,22.4000,SO#1936541,033 CA Fashion Island,2026-03-04 22:21:55,8029503
2537,PS154KCL,14K Twinkle,,-1,13.0300,SO#1936539,033 CA Fashion Island,2026-03-04 22:21:52,8029501
1364,SALINE1,Saline Can,,-1,3.5000,SO#1936539,033 CA Fashion Island,2026-03-04 22:21:52,8029502
4214,FC010ST,8mm Double Clicker,Silver,-2,1.0800,SO#1936538,032 CA Irvine Spectrum,2026-03-04 22:21:50,8029500
4792,CH011GCL,Micro CZ Clicker Charm,Gold/Clear,-2,0.7500,SO#1936537,011 MA The Street Chestnut Hill,2026-03-04 22:19:48,8029493
5056,FB127GCL,Micro Twinkle Flatback Stud,Gold/Clear,-1,2.2300,SO#1936537,011 MA The Street Chestnut Hill,2026-03-04 22:19:48,8029496
4652,FC017GCL_8,Pave Clicker 8mm,Clear,-2,1.9300,SO#1936537,011 MA The Street Chestnut Hill,2026-03-04 22:19:48,8029494
4778,FB118GCL,Pear Dangle Flatback Stud,,-2,2.3300,SO#1936537,011 MA The Street Chestnut Hill,2026-03-04 22:19:48,8029495
5237,Labret6,Labret- 6mm,,-1,0.2800,SO#1936536,011 MA The Street Chestnut Hill,2026-03-04 22:18:53,8029491
4852,AC014,PIERCING PILLOW,,-1,6.0800,SO#1936536,011 MA The Street Chestnut Hill,2026-03-04 22:18:53,8029492
5550,PC032GCL_8,8mm Twinkle Clicker,,-1,4.1900,SO#1936530,017 WI State Street,2026-03-04 22:16:59,8029483
1364,SALINE1,Saline Can,,-1,3.5000,SO#1936529,033 CA Fashion Island,2026-03-04 22:16:58,8029482
5068,FB125GCL,Micro Crown Marquise Flatback Stud,Gold/Clear,-1,3.4000,SO#1936528,023 NY Flatiron,2026-03-04 22:16:09,8029468
4786,FB120GCL,Pear Cluster Flatback Stud,,-1,4.0500,SO#1936527,025 GA Ponce,2026-03-04 22:16:07,8029467
1364,SALINE1,Saline Can,,-1,3.5000,SO#1936525,023 NY Flatiron,2026-03-04 22:13:51,8029463
2517,PS137KCL,14K CZ Clear 2.5mm,Gold/Clear,-2,11.5300,SO#1936524,033 CA Fashion Island,2026-03-04 22:13:50,8029462
4070,FC007ST,8mm Clicker- PVD Plated,,-1,0.7600,SO#1936523,015 SC King Street,2026-03-04 22:13:49,8029461
5237,Labret6,Labret- 6mm,,-1,0.2800,SO#1936523,015 SC King Street,2026-03-04 22:13:49,8029460
2517,PS137KCL,14K CZ Clear 2.5mm,Gold/Clear,-1,11.5300,SO#1936522,009 FL Wynwood,2026-03-04 22:13:16,8029458
1364,SALINE1,Saline Can,,-1,3.5000,SO#1936522,009 FL Wynwood,2026-03-04 22:13:16,8029459
1364,SALINE1,Saline Can,,-1,3.5000,SO#1936520,008 TX Domain Northside,2026-03-04 22:13:14,8029457
2340,PS099G,14k Star,,-1,9.9100,SO#1936519,001 NY Nolita,2026-03-04 22:13:11,8029450
2139,HU052GCL,Micro Pav© Huggie,"Gold, Gold/Clear",-1,2.1000,SO#1936516,006 CA Century City,2026-03-04 22:13:08,8029448
3780,HU095G,Micro Slim Huggie,"Gold, Gold",-2,2.1000,SO#1936516,006 CA Century City,2026-03-04 22:13:08,8029449
1364,SALINE1,Saline Can,,-2,3.5000,SO#1936515,029 MA Harvard Square,2026-03-04 22:13:05,8029447
2190,PS081SCL,Ti CZ Clear 2.5mm,"Silver, Silver/Clear",-2,0.5800,SO#1936515,029 MA Harvard Square,2026-03-04 22:13:05,8029446
2517,PS137KCL,14K CZ Clear 2.5mm,Gold/Clear,-1,11.5300,SO#1936513,023 NY Flatiron,2026-03-04 22:10:37,8029442
5237,Labret6,Labret- 6mm,,-2,0.2800,SO#1936513,023 NY Flatiron,2026-03-04 22:10:37,8029441
1560,HU021S,Small Chunky Huggie,"Silver, Silver",-2,2.0500,SO#1936512,002 NY Hudson Yards,2026-03-04 22:09:31,8029438
1549,HU014S,Small Slim Huggie,"Silver, Silver",-2,1.4800,SO#1936512,002 NY Hudson Yards,2026-03-04 22:09:31,8029437
1852,PS038S,Ti Star,"Silver, Silver",-1,0.6400,SO#1936511,012 TN Fifth and Broadway,2026-03-04 22:08:37,8029435
4470,KP021_WG,14K Long Round Diamond White Gold,,-2,25.8000,SO#1936510,039 VA Tysons Corner,2026-03-04 22:08:35,8029431
5237,Labret6,Labret- 6mm,,-4,0.2800,SO#1936510,039 VA Tysons Corner,2026-03-04 22:08:35,8029434
4425,PS181SCL,Ti Dangle Clear,,-1,3.7050,SO#1936510,039 VA Tysons Corner,2026-03-04 22:08:35,8029433
1850,PS037S,Ti Heart,"Silver, Silver",-2,0.6500,SO#1936510,039 VA Tysons Corner,2026-03-04 22:08:35,8029432
5238,Labret8,Labret - 8mm,,-1,0.3400,SO#1936508,020 DC Georgetown,2026-03-04 22:08:33,8029430
2473,PS081SGR,Ti CZ Green 2.5mm,Silver/Green,-1,0.8000,SO#1936508,020 DC Georgetown,2026-03-04 22:08:33,8029428
4415,PS177SAB,Titanium Crown Marquise Piercing Stud,,-1,3.9000,SO#1936508,020 DC Georgetown,2026-03-04 22:08:33,8029429
4412,PS176GBK,14k Crown Black,,-1,24.7000,SO#1936506,014 WA Capitol Hill,2026-03-04 22:07:37,8029425
4403,PS175KCL,14k Dangle Clear,,-1,22.4000,SO#1936506,014 WA Capitol Hill,2026-03-04 22:07:37,8029424
5099,PS198KCL,14K Pear Clear,,-1,10.4800,SO#1936506,014 WA Capitol Hill,2026-03-04 22:07:37,8029426
1364,SALINE1,Saline Can,,-1,3.5000,SO#1936506,014 WA Capitol Hill,2026-03-04 22:07:37,8029427
2210,CI003S,Connector Chain,,-2,1.6000,SO#1936504,009 FL Wynwood,2026-03-04 22:06:44,8029412
2190,PS081SCL,Ti CZ Clear 2.5mm,"Silver, Silver/Clear",-2,0.5800,SO#1936504,009 FL Wynwood,2026-03-04 22:06:44,8029410
1814,PS005SCL,Ti CZ Clear 4mm,"Silver, Silver/Clear",-2,0.8300,SO#1936504,009 FL Wynwood,2026-03-04 22:06:44,8029409
2502,PS123SCL,Ti Trinity CZ,Silver/Clear,-2,2.3000,SO#1936504,009 FL Wynwood,2026-03-04 22:06:44,8029411
4206,FC010GT,8mm Double Clicker,Gold,-1,1.0300,SO#1936503,017 WI State Street,2026-03-04 22:06:03,8029407
5237,Labret6,Labret- 6mm,,-1,0.2800,SO#1936503,017 WI State Street,2026-03-04 22:06:03,8029408
1364,SALINE1,Saline Can,,-1,3.5000,SO#1936500,041 NV Grand Shoppes,2026-03-04 22:05:57,8029405
2190,PS081SCL,Ti CZ Clear 2.5mm,"Silver, Silver/Clear",-1,0.5800,SO#1936500,041 NV Grand Shoppes,2026-03-04 22:05:57,8029406
4403,PS175KCL,14k Dangle Clear,,-1,22.4000,SO#1936499,019 TX West Village,2026-03-04 22:05:55,8029403
5082,FB128GCL,Bow CZ Dangle Flatback Stud,Gold/Clear,-1,2.6000,SO#1936499,019 TX West Village,2026-03-04 22:05:55,8029404
5238,Labret8,Labret - 8mm,,-2,0.2800,SO#1936535,035 FL Hyde Park Village,2026-03-04 22:05:54,8029399
5237,Labret6,Labret- 6mm,,-1,0.2800,SO#1936535,035 FL Hyde Park Village,2026-03-04 22:05:54,8029400
5239,Labret10,Labret - 10mm,,-1,0.3400,SO#1936533,015 SC King Street,2026-03-04 22:05:52,8029386
5237,Labret6,Labret- 6mm,,-1,0.2800,SO#1936531,024 NY Rockefeller Center,2026-03-04 22:01:53,8029371
2519,PS137KGR,14K CZ Green 2.5mm,Gold/Green,-1,11.6000,SO#1936497,017 WI State Street,2026-03-04 22:01:51,8029369
5238,Labret8,Labret - 8mm,,-1,0.2800,SO#1936497,017 WI State Street,2026-03-04 22:01:51,8029370
4409,PC021GCL_10,14K Clicker Bezel Clear 10mm,,-1,67.2228,SO#1936496,009 FL Wynwood,2026-03-04 22:01:49,8029363
2538,PS155KCL,14K Stacked CZ Pearl,,-1,14.5400,SO#1936496,009 FL Wynwood,2026-03-04 22:01:49,8029364
1364,SALINE1,Saline Can,,-1,3.5000,SO#1936496,009 FL Wynwood,2026-03-04 22:01:49,8029365
5466,PS209K,14K Mini Solid Marquise Piercing Stud,,-1,16.1100,SO#1936495,017 WI State Street,2026-03-04 22:01:47,8029359
3864,FL001GT_8,"8mm PVD Plated Labret, 4mm Disc.","Gold, Gold",-1,1.5500,SO#1936495,017 WI State Street,2026-03-04 22:01:47,8029360
5238,Labret8,Labret - 8mm,,-1,0.2800,SO#1936495,017 WI State Street,2026-03-04 22:01:47,8029361
5068,FB125GCL,Micro Crown Marquise Flatback Stud,Gold/Clear,-1,3.4000,SO#1936495,017 WI State Street,2026-03-04 22:01:47,8029362
5099,PS198KCL,14K Pear Clear,,-1,10.4800,SO#1936494,036 CA Abbot Kinney,2026-03-04 22:01:43,8029358
5467,PS210KCL,14K Curved CZ Pear,,-1,19.6100,SO#1936493,028 CA UTC San Diego,2026-03-04 22:01:41,8029357
2194,PS083GCL,14K Marquise Clear,"14K Gold, Gold/Clear",-2,12.2800,SO#1936493,028 CA UTC San Diego,2026-03-04 22:01:41,8029356
1364,SALINE1,Saline Can,,-1,3.5000,SO#1936493,028 CA UTC San Diego,2026-03-04 22:01:41,8029355
1364,SALINE1,Saline Can,,-1,3.5000,SO#1936492,006 CA Century City,2026-03-04 22:01:38,8029352
4416,PS177SCL,Ti Crown Clear,,-1,4.4600,SO#1936492,006 CA Century City,2026-03-04 22:01:38,8029354
1814,PS005SCL,Ti CZ Clear 4mm,"Silver, Silver/Clear",-2,1.1100,SO#1936492,006 CA Century City,2026-03-04 22:01:38,8029353
4372,FC011S,12mm Clicker,,-1,0.7400,SO#1936491,011 MA The Street Chestnut Hill,2026-03-04 22:01:37,8029350
2555,PB006S,Titanium Curved Barbell 10mm,,-2,1.5700,SO#1936491,011 MA The Street Chestnut Hill,2026-03-04 22:01:37,8029351
1364,SALINE1,Saline Can,,-1,3.5000,SO#1936490,019 TX West Village,2026-03-04 22:01:29,8029346
1852,PS038S,Ti Star,"Silver, Silver",-1,0.6400,SO#1936490,019 TX West Village,2026-03-04 22:01:29,8029345
2207,PS096G,14K Trinity Ball,"14K Gold, Gold",-1,9.3600,SO#1936489,012 TN Fifth and Broadway,2026-03-04 21:58:41,8029335
5675,PS223AGCL,Anodized CZ Heart Cluster,,-1,4.5000,SO#1936489,012 TN Fifth and Broadway,2026-03-04 21:58:41,8029336
1364,SALINE1,Saline Can,,-1,3.5000,SO#1936489,012 TN Fifth and Broadway,2026-03-04 21:58:41,8029337
4685,FC019SCL_8,Floating Bezel Clicker 8mm,,-1,1.4400,SO#1936521,017 WI State Street,2026-03-04 21:58:38,8029334
1364,SALINE1,Saline Can,,-1,3.5000,SO#1936487,012 TN Fifth and Broadway,2026-03-04 21:58:35,8029333
2499,PS120SCL,Ti Cluster,,-1,4.5000,SO#1936487,012 TN Fifth and Broadway,2026-03-04 21:58:35,8029332
4435,PC024G_8,14K Clicker 16G 8mm,,-1,34.0000,SO#1936488,019 TX West Village,2026-03-04 21:58:33,8029330
5099,PS198KCL,14K Pear Clear,,-1,10.4800,SO#1936488,019 TX West Village,2026-03-04 21:58:33,8029331
3929,FCB001GT,8mm Barbell- PVD,"Gold, Gold",-1,1.3500,SO#1936485,033 CA Fashion Island,2026-03-04 21:58:31,8029325
2188,PS081SAB,Ti CZ Aurora Borealis 2.5mm,"Silver, Silver/Aurora Boreale",-2,0.6900,SO#1936484,038 CA Valley Fair,2026-03-04 21:58:29,8029321
1850,PS037S,Ti Heart,"Silver, Silver",-1,0.9300,SO#1936483,038 CA Valley Fair,2026-03-04 21:56:26,8029310
2540,PS157KCL,14k Crown Clear,,-1,31.5000,SO#1936482,042 CA Roseville,2026-03-04 21:56:19,8029309
2537,PS154KCL,14K Twinkle,,-2,13.0300,SO#1936482,042 CA Roseville,2026-03-04 21:56:19,8029308
1364,SALINE1,Saline Can,,-1,3.5000,SO#1936482,042 CA Roseville,2026-03-04 21:56:19,8029307
4651,FC017SCL_6,Pave Clicker 6mm,,-1,1.7000,SO#1936501,038 CA Valley Fair,2026-03-04 21:55:31,8029292
5683,FC032G_5,5mm Clicker,,-1,0.7500,SO#1935529,Whiplash Ecom,2026-03-04 21:55:24,8023431
5694,FC034GCL_5,5mm Stacked CZ Clicker,,-2,2.1000,SO#1935529,Whiplash Ecom,2026-03-04 21:55:24,8023425
1784,PC003G,6mm Clicker,"Gold, Gold",-2,0.7100,SO#1935529,Whiplash Ecom,2026-03-04 21:55:24,8023432
5555,EPS222AGCL,Anodized Micro Baguette Cluster,,-2,2.6000,SO#1935529,Whiplash Ecom,2026-03-04 21:55:24,8023426
5691,FB156GCL,Constellation Flatback,,-1,2.5300,SO#1935529,Whiplash Ecom,2026-03-04 21:55:24,8023434
5514,HU143GCL,CZ Bezel Huggie,,-2,2.7000,SO#1935529,Whiplash Ecom,2026-03-04 21:55:24,8023428
5503,HU139G,Hammered Huggie,,-2,2.5000,SO#1935529,Whiplash Ecom,2026-03-04 21:55:24,8023430
5565,HU145GCL,Micro Bezel Baguette Huggie,,-4,3.3000,SO#1935529,Whiplash Ecom,2026-03-04 21:55:24,8023427
5688,FB155GCL,Micro Cluster Flatback,,-2,1.8900,SO#1935529,Whiplash Ecom,2026-03-04 21:55:24,8023422
5516,HU144GCL,Oval Bezel Huggie,,-2,2.7000,SO#1935529,Whiplash Ecom,2026-03-04 21:55:24,8023429
4650,FC017GCL_6,Pave Clicker 6mm,,-2,1.6500,SO#1935529,Whiplash Ecom,2026-03-04 21:55:24,8023424
1548,HU014G,Small Slim Huggie,"Gold, Gold",-2,1.7000,SO#1935529,Whiplash Ecom,2026-03-04 21:55:24,8023433
5690,FB154GCL,Stacked Baguette Flatback,,-2,1.8900,SO#1935529,Whiplash Ecom,2026-03-04 21:55:24,8023423
5683,FC032G_5,5mm Clicker,,-4,0.7500,SO#1936479,015 SC King Street,2026-03-04 21:50:52,8029190
5694,FC034GCL_5,5mm Stacked CZ Clicker,,-1,2.1000,SO#1936479,015 SC King Street,2026-03-04 21:50:52,8029188
5682,FC017SCL_5,Pave Clicker 5mm,,-1,1.9500,SO#1936479,015 SC King Street,2026-03-04 21:50:52,8029189
2517,PS137KCL,14K CZ Clear 2.5mm,Gold/Clear,-2,11.5300,SO#1936478,020 DC Georgetown,2026-03-04 21:50:51,8029187
1852,PS038S,Ti Star,"Silver, Silver",-1,0.9200,SO#1936477,033 CA Fashion Island,2026-03-04 21:48:37,8029180
1815,PS006S,Ti Ball,"Silver, Silver",-4,0.7300,SO#1936475,033 CA Fashion Island,2026-03-04 21:48:34,8029177
1814,PS005SCL,Ti CZ Clear 4mm,"Silver, Silver/Clear",-2,0.8300,SO#1936473,019 TX West Village,2026-03-04 21:47:10,8029176
3865,FL001ST_8,"8mm PVD Plated Labret, 4mm Disc.","Silver, Silver",-1,1.5500,SO#1936498,023 NY Flatiron,2026-03-04 21:47:09,8029175
5240,Labret11,Labret - 11mm,,-1,0.3600,SO#1936469,014 WA Capitol Hill,2026-03-04 21:46:59,8029174
5237,Labret6,Labret- 6mm,,-2,0.2800,SO#1936468,001 NY Nolita,2026-03-04 21:46:58,8029173
5067,FB124SCL,Micro Crown Baguette Flatback Stud,Silver/Clear,-1,2.2500,SO#1936468,001 NY Nolita,2026-03-04 21:46:58,8029170
2489,PS110SCL,Ti Marquise Clear,,-1,1.6800,SO#1936468,001 NY Nolita,2026-03-04 21:46:58,8029171
2502,PS123SCL,Ti Trinity CZ,Silver/Clear,-1,2.5800,SO#1936468,001 NY Nolita,2026-03-04 21:46:58,8029172
4779,FB118SCL,Pear Dangle Flatback Stud,,-1,2.3300,"2#1701941#Inventory Movement ID: 8029132
Reason: Lost & Found
Type: Inventory adjustment - out
Product ID: 4779 (FB118SCL)
User name: McKenna Salvant",024 NY Rockefeller Center,2026-03-04 21:43:27,8029132
5238,Labret8,Labret - 8mm,,-1,0.2800,"0#Inventory Movement ID: 8029131
Reason: Damaged - Bent/Broken
Type: Inventory adjustment - out
Product ID: 5238 (Labret8)
User name: McKenna Salvant",024 NY Rockefeller Center,2026-03-04 21:41:14,8029131
5237,Labret6,Labret- 6mm,,-2,0.2800,SO#1936466,011 MA The Street Chestnut Hill,2026-03-04 21:40:55,8029127
5237,Labret6,Labret- 6mm,,-2,0.2800,SO#1936464,029 MA Harvard Square,2026-03-04 21:40:00,8029125
2517,PS137KCL,14K CZ Clear 2.5mm,Gold/Clear,-2,11.5300,SO#1936463,009 FL Wynwood,2026-03-04 21:39:57,8029124
4105,PS168KDI,14K Mini Diamond Yellow Gold,,-2,15.0200,SO#1936463,009 FL Wynwood,2026-03-04 21:39:57,8029122
